logFC,AveExpr,t,P.Value,adj.P.Val,B,probeID,CpG_chrm,gene,gene_HGNC
-10.483326919745178,1.8382332034335707,-4.884865410923637,1.0308381649244153e-5,0.999998299504108,-4.566178729757559,cg14493612,chrX,TBC1D25,TBC1D25
-8.285715960562964,1.1302900240682145,-4.724597542314252,1.7935883472689395e-5,0.999998299504108,-4.5675695132162595,cg21255171,chr17,CDC6,CDC6
7.989844102332803,2.522301101192613,4.653217845304084,2.2909342195366932e-5,0.999998299504108,-4.56819212820556,cg10716343,chr3,ISY1-RAB43,ISY1-RAB43
-14.166307704699037,1.6504859894606478,-4.48693784453685,4.031328648857232e-5,0.999998299504108,-4.569648639492431,cg08216425,chr1,NA,NA
13.61389669594883,-0.8997396233635901,4.389731882292233,5.590233591954277e-5,0.999998299504108,-4.57050318780145,cg11713274,chr12,CBX5,NA
9.835626730956085,2.0167415951723613,4.382352420542167,5.7300863628527745e-5,0.999998299504108,-4.57056813177279,cg04788627,chr1,NME7,NME7
10.760075299659322,0.11774300775869229,4.146364372977435,1.2519440695478746e-4,0.999998299504108,-4.572647945234499,cg04015541,chr9,OLFML2A,OLFML2A
6.8171945337700475,-2.632729884730974,4.140903704514623,1.2745275337035952e-4,0.999998299504108,-4.572696099721595,cg27100229,chr3,CCK;RP11-333B11.1,CCK;RP11-333B11.1
10.08482549431781,-1.3323904569157596,4.100775023047324,1.4530344471475206e-4,0.999998299504108,-4.5730499462911505,cg00937982,chr21,SIM2,SIM2
10.71029883593128,-3.646768499780778,3.9998302410341475,2.0157447464964586e-4,0.999998299504108,-4.573939587353628,cg18108623,chr17,SLFN11,SLFN11
